BIB,Name,Country,Gender,Division,Swim,Bike,Run,Overall,Division Rank,Gender Rank,Overall Rank,T1,T2
764,"Schroeder, Norbert",DEU,Male,M55-59,01:12:05,05:42:30,04:23:04,11:27:01,57,1139,1375,00:04:21,00:05:01
1127,"Capobianco, Jeffrey",USA,Male,M45-49,01:23:06,05:47:49,04:04:24,11:27:09,218,1140,1376,00:05:33,00:06:17
1945,"Barrett, Melissa",USA,Female,F35-39,01:11:41,06:23:15,03:43:42,11:27:18,41,237,1377,00:04:02,00:04:38
2005,"Wachter, Nadja",DEU,Female,F35-39,01:01:14,05:38:53,04:38:24,11:27:20,42,238,1378,00:04:40,00:04:09
1490,"Fontanive, Christian",CHE,Male,M40-44,01:28:14,05:28:34,04:22:03,11:27:26,221,1141,1379,00:04:57,00:03:38
2209,"Needham, Sophie",GBR,Female,F30-34,01:15:51,05:52:02,04:08:58,11:27:33,44,239,1380,00:05:04,00:05:38
2353,"Lorenzini, Clarice",USA,Female,F25-29,01:13:10,06:02:18,04:01:17,11:27:44,33,240,1381,00:05:19,00:05:40
3031,"Kessler, Meredith",USA,Female,FPRO,00:54:21,05:28:47,04:57:36,11:27:45,33,241,1382,00:02:38,00:04:23
1195,"Hugo ariel, Camargo",ARG,Male,M45-49,01:13:46,05:23:37,04:41:14,11:27:56,219,1142,1383,00:04:07,00:05:12
1959,"Flynn, Stefanie",USA,Female,F35-39,01:01:56,06:08:10,04:06:38,11:27:59,43,242,1384,00:04:38,00:06:37
604,"Klindworth, Jurgen",DEU,Male,M60-64,01:06:55,06:00:32,04:11:49,11:27:59,17,1143,1384,00:03:43,00:05:00
1965,"Grant, Meghan",USA,Female,F35-39,01:03:46,05:55:22,04:21:05,11:27:59,43,242,1384,00:04:15,00:03:31
234,"White, Stephen",AUS,Male,M50-54,01:05:30,05:21:34,04:50:37,11:28:21,136,1144,1387,00:04:05,00:06:35
3025,"Spieldenner, Jennifer",USA,Female,FPRO,00:54:00,05:22:41,05:03:36,11:28:22,34,244,1388,00:02:15,00:05:50
1839,"Lambert, Brian",USA,Male,M35-39,01:02:58,05:04:17,05:13:49,11:28:36,180,1145,1389,00:03:28,00:04:04
999,"Sillanpaa, Mikko",FIN,Male,M50-54,01:14:36,05:38:02,04:26:05,11:28:40,137,1146,1390,00:05:01,00:04:56
1798,"Dubberley, Adam",AUS,Male,M35-39,00:59:35,05:16:48,05:01:09,11:28:44,181,1147,1391,00:03:22,00:07:50
1349,"Edwards, Nadine Terese",AUS,Female,F45-49,01:13:06,05:50:46,04:14:15,11:28:45,29,245,1392,00:04:49,00:05:49
2437,"Lawson, Anna",GBR,Female,F18-24,01:16:10,06:02:36,04:01:19,11:28:52,7,246,1393,00:05:35,00:03:12
1673,"Bullard, Dana",USA,Female,F40-44,01:13:07,06:14:15,03:54:43,11:29:15,43,247,1394,00:03:24,00:03:46
1685,"Fogarolli, Angela",ITA,Female,F40-44,01:23:41,06:00:52,03:58:20,11:29:52,44,248,1395,00:03:00,00:03:59
1500,"Galindo rooney, John Manuel",ESP,Male,M40-44,00:54:37,05:01:37,05:25:46,11:29:52,222,1148,1395,00:03:14,00:04:38
600,"Huyer, Paul",CAN,Male,M60-64,01:28:23,05:37:23,04:14:03,11:30:04,18,1149,1397,00:05:41,00:04:34
2056,"Hein, Markus",DEU,Male,M30-34,00:54:58,04:46:46,05:41:31,11:30:07,150,1150,1398,00:02:40,00:04:12
1696,"Hite, Amy",USA,Female,F40-44,01:14:23,05:51:58,04:15:43,11:30:12,45,249,1399,00:04:04,00:04:04
1969,"Heule, Claudia",CHE,Female,F35-39,01:16:35,05:46:51,04:19:39,11:30:27,45,250,1400,00:04:07,00:03:15
785,"Van heyst, John",CAN,Male,M55-59,01:14:12,05:24:44,04:40:37,11:30:31,58,1151,1401,00:05:05,00:05:53
1683,"Davolio, Barbara",ITA,Female,F40-44,01:17:22,05:49:32,04:14:40,11:30:45,46,251,1402,00:03:51,00:05:20
2083,"Kuzminskyi, Andrii",UKR,Male,M30-34,01:03:03,05:19:00,04:55:31,11:30:45,151,1152,1402,00:03:17,00:09:54
1212,"Kirchenmajer, Stefan",DEU,Male,M45-49,01:29:21,05:29:21,04:22:56,11:30:56,220,1153,1404,00:03:25,00:05:53
610,"Madden, Kurt",USA,Male,M60-64,01:02:10,05:48:02,04:32:27,11:30:57,19,1154,1405,00:03:19,00:04:59
585,"Brown, Tim",USA,Male,M60-64,01:16:08,05:59:34,04:03:49,11:31:24,20,1155,1406,00:05:48,00:06:05
299,"Rivard, Francois",CAN,Male,M45-49,01:00:57,05:57:12,04:19:42,11:31:28,221,1156,1407,00:04:49,00:08:48
358,"Martin, Richard",USA,Male,M40-44,01:04:21,06:16:16,04:01:01,11:31:30,223,1157,1408,00:04:11,00:05:41
129,"Anderson, Tracy",USA,Male,M55-59,01:08:35,05:57:43,04:06:35,11:31:38,59,1158,1409,00:09:07,00:09:38
763,"Schreiner, Frank",DEU,Male,M55-59,01:15:47,06:01:05,04:04:37,11:31:40,60,1159,1410,00:04:33,00:05:38
1739,"Woodward, Karen",USA,Female,F40-44,01:20:52,05:58:35,04:01:05,11:31:41,47,252,1411,00:05:47,00:05:22
1391,"Shubina, Victoria",RUS,Female,F45-49,01:17:49,05:58:44,04:06:32,11:31:46,30,253,1412,00:03:45,00:04:56
1982,"Oikawa, Joyce",BRA,Female,F35-39,01:17:39,06:08:16,03:54:42,11:31:52,46,254,1413,00:05:22,00:05:53
911,"Guidarelli, Roberto",ITA,Male,M50-54,01:08:33,05:43:30,04:28:58,11:31:56,138,1160,1414,00:05:42,00:05:13
1612,"Sek, David",USA,Male,M40-44,01:01:17,06:13:23,04:04:20,11:32:07,224,1161,1415,00:06:47,00:06:20
2354,"Maheu, Audrey",USA,Female,F25-29,01:23:38,05:35:44,04:23:58,11:32:19,34,255,1416,00:03:37,00:05:22
1498,"Gabilondo, Ibon",ESP,Male,M40-44,01:00:50,05:38:07,04:42:00,11:32:25,225,1162,1417,00:04:02,00:07:26
2427,"Hayashimoto, Kae",JPN,Female,F18-24,01:02:27,06:09:27,04:12:19,11:32:54,8,256,1418,00:03:46,00:04:55
1975,"Leavold, Nic",AUS,Female,F35-39,01:18:36,06:02:01,04:02:00,11:33:00,47,257,1419,00:04:25,00:05:58
936,"Kult, Jorg",DEU,Male,M50-54,01:22:02,05:41:06,04:18:58,11:33:09,139,1163,1420,00:04:05,00:06:58
2000,"Tecklenburg, Lisa",USA,Female,F35-39,01:21:46,06:18:56,03:38:23,11:33:10,48,258,1421,00:04:16,00:09:49
1006,"Stein, Heiko",DEU,Male,M50-54,01:04:34,05:44:08,04:26:57,11:33:31,140,1164,1422,00:09:20,00:08:32
284,"Lopez, Fernando",URY,Male,M45-49,01:18:59,05:56:57,04:06:25,11:33:32,222,1165,1423,00:05:27,00:05:44
956,"Messinger, Karl",AUT,Male,M50-54,01:30:34,05:56:15,03:54:53,11:33:45,141,1166,1424,00:04:03,00:08:00
773,"Strong, Paul",USA,Male,M55-59,01:08:53,05:49:26,04:24:25,11:34:06,61,1167,1425,00:05:37,00:05:45
2279,"Lenz, Andreas Johannes",DEU,Male,M25-29,01:22:28,04:50:04,05:13:41,11:34:18,91,1168,1426,00:03:20,00:04:45
721,"Harriss, Barry",GBR,Male,M55-59,01:17:34,05:39:18,04:23:01,11:34:21,62,1169,1427,00:07:21,00:07:07
1109,"Becker, Gregory",ZAF,Male,M45-49,01:19:37,05:46:22,04:21:55,11:34:23,223,1170,1428,00:02:49,00:03:40
723,"Hausschmid, Gunter Anton",DEU,Male,M55-59,01:22:21,05:32:34,04:25:53,11:34:34,63,1171,1429,00:06:36,00:07:10
734,"Kraft, Manfred",DEU,Male,M55-59,01:15:15,05:54:51,04:16:01,11:34:43,64,1172,1430,00:04:36,00:04:00
1950,"Campbell, Annette",USA,Female,F35-39,01:26:16,05:54:40,04:03:58,11:34:44,49,259,1431,00:04:24,00:05:26
1390,"Scalise-marinofsky, Jennifer",USA,Female,F45-49,00:59:40,06:24:28,04:03:20,11:34:46,31,260,1432,00:03:45,00:03:33
926,"Hyzl, Jaroslav",CZE,Male,M50-54,01:00:31,05:20:43,05:03:14,11:34:52,142,1173,1433,00:04:09,00:06:15
691,"Brown, Garrett",USA,Male,M55-59,01:14:16,05:40:47,04:28:22,11:34:54,65,1174,1434,00:04:36,00:06:53
511,"Azevedo, Roberto",BRA,Male,M65-69,01:18:47,05:38:00,04:26:50,11:35:05,1,1175,1435,00:03:38,00:07:50
413,"Cooper, Derek",USA,Male,M30-34,01:11:18,05:53:24,04:19:04,11:35:07,152,1176,1436,00:06:44,00:04:37
1492,"Freisfeld, Carsten",DEU,Male,M40-44,01:00:14,05:42:33,04:42:37,11:35:07,226,1176,1436,00:04:31,00:05:12
1296,"Shawcross, Carl",GBR,Male,M45-49,01:05:48,05:36:00,04:44:27,11:35:14,224,1178,1438,00:02:42,00:06:17
404,"Henry, Sika",USA,Female,F35-39,01:20:01,06:26:17,03:37:58,11:35:20,50,261,1439,00:04:02,00:07:02
971,"Pauwels, Johan",BEL,Male,M50-54,01:04:20,05:24:28,04:56:33,11:35:32,143,1179,1440,00:03:35,00:06:36
536,"Pulver, Steven",USA,Male,M65-69,01:25:55,05:57:40,04:01:31,11:36:09,2,1180,1441,00:06:05,00:04:58
2331,"Chen, Winona",USA,Female,F25-29,01:09:16,06:26:07,03:52:56,11:36:10,35,262,1442,00:03:41,00:04:10
783,"Van der vinden, Gerrit A",NLD,Male,M55-59,01:03:40,05:58:52,04:21:22,11:36:16,66,1181,1443,00:05:31,00:06:51
1722,"Satomi, Nagao",JPN,Female,F40-44,01:27:36,06:24:17,03:29:19,11:36:24,48,263,1444,00:08:47,00:06:25
1013,"Toyokawa, Hideki",JPN,Male,M50-54,01:16:03,05:36:32,04:32:08,11:36:31,144,1182,1445,00:05:17,00:06:31
951,"Mcgrath, Thomas Gentry",USA,Male,M50-54,01:03:36,05:32:30,04:48:48,11:36:35,145,1183,1446,00:03:15,00:08:26
2198,"Liston, Monica",AUS,Female,F30-34,01:05:26,06:24:39,03:54:55,11:36:39,45,264,1447,00:05:01,00:06:38
1148,"Deuter, Torsten",DEU,Male,M45-49,01:11:31,05:38:04,04:36:10,11:37:20,225,1184,1448,00:05:12,00:06:23
912,"Guthrie, Doug",USA,Male,M50-54,01:09:20,06:12:54,03:59:48,11:37:55,146,1185,1449,00:07:13,00:08:40
237,"Zhou, Xiang",CHN,Male,M50-54,01:18:12,06:41:13,03:28:28,11:38:01,147,1186,1450,00:03:23,00:06:45
1358,"Hildebrand, Michelle",USA,Female,F45-49,01:15:01,05:54:47,04:19:28,11:38:02,32,265,1451,00:03:58,00:04:48
2447,"Schmisseur, Eryn",USA,Female,F18-24,00:57:46,06:08:39,04:20:39,11:38:09,9,266,1452,00:03:37,00:07:28
787,"Vanmeveren, Bryan",USA,Male,M55-59,01:13:14,05:45:11,04:27:06,11:38:13,67,1187,1453,00:06:17,00:06:25
303,"Simons, Jan-Peter",NLD,Male,M45-49,01:18:27,05:45:03,04:22:59,11:38:48,226,1188,1454,00:07:05,00:05:14
1670,"Bleyen, Isabel",BEL,Female,F40-44,01:24:25,06:16:33,03:48:23,11:38:51,49,267,1455,00:04:10,00:05:20
2208,"Nattero, Alice",ITA,Female,F30-34,01:12:28,06:10:23,04:08:07,11:39:04,46,268,1456,00:04:02,00:04:04
795,"Arlander, Bodil",USA,Female,F55-59,01:13:33,06:02:17,04:12:43,11:39:15,6,269,1457,00:05:06,00:05:36
1392,"Sikora, Julita",POL,Female,F45-49,01:21:12,06:07:02,04:01:45,11:39:17,33,270,1458,00:03:11,00:06:07
756,"Phelan, Rick",USA,Male,M55-59,01:18:01,05:39:26,04:32:57,11:39:24,68,1189,1459,00:04:35,00:04:25
1382,"Phuah, Kelly",AUS,Female,F45-49,01:10:33,05:29:16,04:48:52,11:39:33,34,271,1460,00:04:11,00:06:41
1360,"Ines villaverde, Maria",ARG,Female,F45-49,01:27:54,05:59:40,04:01:04,11:39:37,35,272,1461,00:05:29,00:05:30
1713,"Nicolet, Mindy",USA,Female,F40-44,01:06:07,06:04:48,04:16:59,11:39:51,50,273,1462,00:04:06,00:07:51
1367,"Labrianidis, Catherine",GBR,Female,F45-49,01:09:15,06:18:23,04:01:47,11:40:05,36,274,1463,00:05:12,00:05:28
338,"Eisenhardt, Dan",CAN,Male,M40-44,00:53:37,05:51:14,04:38:23,11:40:08,227,1190,1464,00:10:07,00:06:47
1032,"Zofrea, Vincenzo",AUS,Male,M50-54,01:01:27,05:36:46,04:52:31,11:40:21,148,1191,1465,00:04:58,00:04:39
1736,"Wachtershauser, Anna",DEU,Female,F40-44,01:18:10,06:00:14,04:12:27,11:40:31,51,275,1466,00:03:56,00:05:44
525,"Johnson, Eric",USA,Male,M65-69,01:14:02,06:00:05,04:15:11,11:40:54,3,1192,1467,00:06:24,00:05:12
947,"Maric, Bojan",SRB,Male,M50-54,01:02:25,05:43:31,04:40:26,11:41:03,149,1193,1468,00:06:50,00:07:51
1078,"Schultz, Alicia",USA,Female,F50-54,01:12:18,06:12:34,04:10:06,11:41:06,9,276,1469,00:02:58,00:03:10
681,"Allen, James",USA,Male,M55-59,01:01:24,05:18:12,05:11:28,11:41:07,69,1194,1470,00:06:35,00:03:28
519,"Forster, Gustav",DEU,Male,M65-69,01:25:03,06:02:55,04:00:44,11:41:08,4,1195,1471,00:05:28,00:06:58
1715,"Oldfield, Kerry",GBR,Female,F40-44,01:05:16,06:01:59,04:23:47,11:41:08,52,277,1471,00:04:21,00:05:45
1027,"Wippell, Angus",AUS,Male,M50-54,01:00:25,05:41:11,04:49:15,11:41:09,150,1196,1473,00:04:50,00:05:28
2003,"Tuff, Gretchen",USA,Female,F35-39,01:15:18,06:00:02,04:15:12,11:41:16,51,278,1474,00:04:40,00:06:04
2434,"Kossen, Allison",USA,Female,F18-24,01:11:52,05:59:37,04:20:58,11:41:20,10,279,1475,00:03:29,00:05:24
295,"Parris, Matthew",USA,Male,M45-49,01:15:14,05:57:41,04:15:54,11:41:21,227,1197,1476,00:05:31,00:07:01
780,"Vaage, Brian",CAN,Male,M55-59,01:13:29,05:58:53,04:20:57,11:41:24,70,1198,1477,00:04:38,00:03:27
868,"Bye, John",USA,Male,M50-54,01:06:17,05:34:43,04:47:22,11:41:36,151,1199,1478,00:04:45,00:08:29
1983,"Oliver, Anthea",NZL,Female,F35-39,01:10:56,06:07:53,04:14:09,11:41:40,52,280,1479,00:03:39,00:05:03
609,"Machek, Daniel",CZE,Male,M60-64,00:58:07,05:44:23,04:48:48,11:41:44,21,1200,1480,00:04:15,00:06:11
918,"Hicks, Joseph",USA,Male,M50-54,01:23:17,05:58:06,04:11:27,11:41:45,152,1201,1481,00:04:36,00:04:19
2230,"Barclay, Brendan",USA,Male,M25-29,00:54:55,04:46:43,05:50:08,11:42:04,92,1202,1482,00:03:55,00:06:23
109,"Taylor, Gregory",USA,Male,M65-69,01:08:47,06:03:42,04:18:51,11:42:07,5,1203,1483,00:05:11,00:05:36
1018,"Richlik, Uwe",DEU,Male,M50-54,01:11:26,05:23:04,04:58:19,11:42:21,153,1204,1484,00:04:18,00:05:14
2154,"Van overeem, Pepijn",NLD,Male,M30-34,01:14:14,05:42:27,04:32:05,11:42:29,153,1205,1485,00:05:00,00:08:43
347,"Herrmann, Thomas",DEU,Male,M40-44,01:19:10,05:52:10,04:19:03,11:42:32,228,1206,1486,00:05:31,00:06:38
1341,"Boehm, Simone",DEU,Female,F45-49,01:18:14,06:02:09,04:15:15,11:42:39,37,281,1487,00:03:31,00:03:30
2375,"Woodland, Samantha",AUS,Female,F25-29,01:16:35,06:23:23,03:52:45,11:42:48,36,282,1488,00:05:03,00:05:02
393,"Li, Ping",CHN,Male,M35-39,01:07:16,06:02:38,04:20:37,11:42:51,182,1207,1489,00:06:36,00:05:44
1365,"Kuhl, Ellen",USA,Female,F45-49,01:16:23,06:21:28,03:54:43,11:42:59,38,283,1490,00:03:41,00:06:44
272,"Geiselhart, Uwe",DEU,Male,M45-49,01:20:06,05:45:14,04:24:21,11:43:06,228,1208,1491,00:05:31,00:07:54
1355,"Gott, Sarah",USA,Female,F45-49,01:07:07,06:08:20,04:12:42,11:43:17,39,284,1492,00:06:02,00:09:06
1712,"Nicol, Brooke",AUS,Female,F40-44,01:27:33,05:52:47,04:10:02,11:43:33,53,285,1493,00:06:24,00:06:47
1680,"Corless, Mary",IRL,Female,F40-44,01:06:57,05:54:43,04:31:14,11:43:39,54,286,1494,00:04:56,00:05:49
1036,"Bachmann-goetzer, Birgit",DEU,Female,F50-54,01:24:48,05:48:37,04:20:58,11:44:08,10,287,1495,00:03:33,00:06:12
1958,"Fitz-poole, Olivia",GBR,Female,F35-39,01:14:09,06:04:10,04:15:22,11:44:19,53,288,1496,00:03:58,00:06:40
199,"Furniss, Jeremy",GBR,Male,M50-54,01:14:45,06:00:21,04:18:04,11:44:26,154,1209,1497,00:05:52,00:05:24
1998,"Suuronen, Satu",FIN,Female,F35-39,01:24:30,05:48:31,04:23:52,11:44:26,54,289,1497,00:02:54,00:04:39
1571,"Moita, Gael",FRA,Male,M40-44,01:01:02,06:08:37,04:27:09,11:44:37,229,1210,1499,00:02:39,00:05:10
2391,"Gregg, Paul",USA,Male,M18-24,01:19:05,06:12:18,04:02:02,11:44:55,36,1211,1500,00:05:06,00:06:24
1160,"Fazan, Rafal",POL,Male,M45-49,01:04:24,05:25:40,04:56:11,11:45:05,229,1212,1501,00:05:06,00:13:44
1942,"Anfimova, Nadezhda",RUS,Female,F35-39,01:26:17,06:20:07,03:49:28,11:45:13,55,290,1502,00:02:58,00:06:23
1699,"Jakobsson, Lena",SWE,Female,F40-44,01:25:46,05:59:35,04:08:57,11:45:19,55,291,1503,00:05:52,00:05:09
582,"Anhold, John",USA,Male,M60-64,01:14:55,06:01:23,04:18:29,11:45:25,22,1213,1504,00:04:48,00:05:50
184,"Collins, Richard",GBR,Male,M50-54,01:29:49,05:49:45,04:16:20,11:45:29,155,1214,1505,00:03:48,00:05:47
423,"Silvestrin, Tory",USA,Male,M30-34,01:10:25,05:21:18,05:07:39,11:45:46,154,1215,1506,00:03:08,00:03:16
399,"Thelen, Brendan",USA,Male,M35-39,01:20:02,05:43:43,04:27:23,11:45:49,183,1216,1507,00:05:50,00:08:51
1529,"Jackson, Austin",USA,Male,M40-44,01:04:53,05:21:17,05:08:12,11:46:00,230,1217,1508,00:03:35,00:08:03
2186,"Hakansson, Annah",SWE,Female,F30-34,01:07:13,06:09:02,04:19:31,11:46:04,47,292,1509,00:04:35,00:05:43
379,"Ochsner, Mieko",USA,Female,F40-44,01:21:48,06:22:00,03:50:23,11:46:10,56,293,1510,00:06:16,00:05:43
1976,"Lee, Jihyun",KOR,Female,F35-39,01:11:37,06:17:09,04:07:03,11:46:48,56,294,1511,00:05:24,00:05:35
1308,"Teran contreras, Javier",ESP,Male,M45-49,01:01:32,05:25:24,05:11:10,11:46:58,230,1218,1512,00:04:23,00:04:29
1622,"Smitz, David",BEL,Male,M40-44,01:00:19,04:54:54,05:43:17,11:47:01,231,1219,1513,00:03:43,00:04:48
1074,"O'herlihy, Louella",GBR,Female,F50-54,01:24:40,05:59:59,04:11:21,11:47:08,11,295,1514,00:04:33,00:06:35
662,"Mitchell, Mary",AUS,Female,F60-64,01:20:39,06:10:20,04:09:23,11:47:17,1,296,1515,00:03:07,00:03:48
1049,"Fix, Sara",USA,Female,F50-54,01:24:49,06:05:53,04:04:58,11:47:32,12,297,1516,00:06:03,00:05:49
1734,"Thomsen, Lotte Hoj",DNK,Female,F40-44,01:15:10,06:03:00,04:17:55,11:47:34,57,298,1517,00:04:48,00:06:41
2430,"Huber, Stephanie",DEU,Female,F18-24,01:09:34,05:49:51,04:42:00,11:47:41,11,299,1518,00:03:12,00:03:04
2364,"Pettit, Isabelle",GBR,Female,F25-29,01:16:51,06:16:48,04:05:44,11:47:55,37,300,1519,00:03:23,00:05:09
2422,"Boylston, Payton",USA,Female,F18-24,01:16:16,06:14:11,04:05:40,11:48:06,12,301,1520,00:05:06,00:06:53
1797,"Duangsopa, Anan",THA,Male,M35-39,01:07:48,05:47:20,04:38:14,11:48:16,184,1220,1521,00:04:40,00:10:14
2077,"Koppel, David",USA,Male,M30-34,01:09:04,05:43:46,04:43:34,11:48:21,155,1221,1522,00:04:15,00:07:42
2429,"Huban, Kelly",USA,Female,F18-24,01:06:48,05:47:26,04:45:11,11:48:48,13,302,1523,00:03:58,00:05:25
598,"Hilger, Gregor",DEU,Male,M60-64,01:14:21,06:08:32,04:06:56,11:48:49,23,1222,1524,00:07:07,00:11:53
829,"Pope, Sue",USA,Female,F55-59,01:15:29,06:12:02,04:10:08,11:48:58,7,303,1525,00:05:55,00:05:24
707,"Duenner, Joachim",DEU,Male,M55-59,01:05:53,05:38:49,04:55:15,11:49:06,71,1223,1526,00:04:03,00:05:06
1398,"Stotz, Romy",DEU,Female,F45-49,01:20:30,05:58:48,04:20:58,11:49:10,40,304,1527,00:04:41,00:04:13
1570,"Merlin, Davide",ITA,Male,M40-44,01:01:01,05:36:24,05:00:52,11:49:10,232,1224,1527,00:04:43,00:06:10
256,"Antoine, Cyrille",FRA,Male,M45-49,01:18:55,05:55:02,04:22:56,11:49:11,231,1225,1529,00:06:01,00:06:17
928,"Jones, Kurt",USA,Male,M50-54,01:12:56,06:09:20,04:15:17,11:49:16,156,1226,1530,00:05:39,00:06:04
1919,"Tikkanen, Tuomas",FIN,Male,M35-39,01:22:25,06:34:17,03:45:09,11:49:42,185,1227,1531,00:04:15,00:03:36
739,"Macminn, Derek",AUS,Male,M55-59,01:09:29,05:41:28,04:47:41,11:49:44,72,1228,1532,00:05:59,00:05:07
2424,"Clayton, Katie",USA,Female,F18-24,01:16:02,06:14:51,04:05:02,11:49:57,14,305,1533,00:05:39,00:08:23
2178,"Dementiev, Carolina",PAN,Female,F30-34,01:00:03,05:59:51,04:42:11,11:50:04,48,306,1534,00:05:30,00:02:29
724,"Henkel, Lothar",DEU,Male,M55-59,01:25:35,05:37:52,04:37:47,11:50:24,73,1229,1535,00:04:48,00:04:22
932,"Krause, Andreas",DEU,Male,M50-54,01:23:43,06:05:20,04:09:59,11:50:27,157,1230,1536,00:03:06,00:08:19
618,"Noonan, John",USA,Male,M60-64,01:20:42,06:01:42,04:18:18,11:50:41,24,1231,1537,00:05:09,00:04:50
1999,"Szadvari, Judit",HUN,Female,F35-39,01:27:33,06:10:29,04:05:17,11:51:10,57,307,1538,00:03:32,00:04:19
1723,"Schmidt, Tracey",AUS,Female,F40-44,01:17:36,05:54:28,04:30:29,11:51:12,58,308,1539,00:03:55,00:04:44
1827,"Diestelkamp, Eike Jan",DEU,Male,M35-39,01:26:54,05:32:56,04:39:26,11:51:15,186,1232,1540,00:04:48,00:07:11
699,"Croteau, Sylvain",CAN,Male,M55-59,01:09:17,05:45:51,04:39:58,11:51:24,74,1233,1541,00:05:45,00:10:33
1963,"Geilhof, Barbara",DEU,Female,F35-39,01:16:25,05:38:27,04:46:45,11:52:05,58,309,1542,00:05:07,00:05:21
388,"Forstinger, Elias",AUT,Male,M35-39,01:20:36,06:13:56,04:02:12,11:52:10,187,1234,1543,00:07:32,00:07:54
1071,"Mclaughlan, Joanne",AUS,Female,F50-54,01:15:02,05:49:41,04:39:39,11:52:11,13,310,1544,00:04:17,00:03:32
1256,"Park, Reon",NZL,Male,M45-49,00:58:54,04:44:22,06:02:04,11:52:13,232,1235,1545,00:03:20,00:03:33
589,"Davies, Evan",GBR,Male,M60-64,01:30:10,06:05:02,04:09:09,11:52:19,25,1236,1546,00:03:56,00:04:02
1379,"Parry-williams, Vanessa",AUS,Female,F45-49,01:18:23,06:23:20,03:56:41,11:52:30,41,311,1547,00:06:04,00:08:02
3019,"Huse, Sue",CAN,Female,FPRO,01:51:02,05:39:16,04:11:50,11:52:45,35,312,1548,00:05:24,00:05:13
941,"Lesourd, Francois",FRA,Male,M50-54,01:06:41,05:56:26,04:38:42,11:52:45,158,1237,1548,00:02:57,00:07:59
1373,"Medak, Alicja",POL,Female,F45-49,01:30:19,06:09:48,04:03:14,11:53:31,42,313,1550,00:04:17,00:05:53
984,"Riddebuock, Christian",DEU,Male,M50-54,01:25:58,06:13:17,04:00:36,11:53:36,159,1238,1551,00:07:31,00:06:14
1407,"Weedon, Regina",AUS,Female,F45-49,01:09:06,06:18:34,04:18:24,11:54:22,43,314,1553,00:04:15,00:04:03
255,"Amato, Pablo",ARG,Male,M45-49,01:18:40,06:18:51,04:05:10,11:54:32,233,1240,1554,00:04:50,00:07:01
1697,"Houghton, Carrie",CAN,Female,F40-44,01:19:26,06:10:21,04:14:31,11:54:32,59,315,1554,00:05:22,00:04:52
619,"Otto, Rene",ZAF,Male,M60-64,01:16:26,05:35:30,04:51:51,11:54:53,26,1241,1556,00:05:28,00:05:38
1364,"Knape, Uta",DEU,Female,F45-49,01:21:05,05:48:27,04:36:18,11:54:56,44,316,1557,00:04:04,00:05:02
1361,"Kallioinen, Katja",FIN,Female,F45-49,01:21:54,06:05:55,04:15:07,11:54:58,45,317,1558,00:05:39,00:06:23
1042,"Campeau, Stacey",CAN,Female,F50-54,01:32:53,05:39:25,04:29:22,11:55:02,14,318,1559,00:05:31,00:07:51
265,"Crkva, Frantisek",CZE,Male,M45-49,01:24:56,05:55:19,04:22:37,11:55:05,234,1242,1560,00:06:25,00:05:48
1388,"Rutledge, Ali",USA,Female,F45-49,01:07:11,06:00:41,04:34:21,11:55:09,46,319,1561,00:05:41,00:07:15
1051,"Friedrich, Katrin",DEU,Female,F50-54,01:15:12,05:41:28,04:49:07,11:55:15,15,320,1562,00:04:08,00:05:20
822,"Middleton, Colleen",AUS,Female,F55-59,01:19:52,06:16:27,04:06:26,11:55:17,8,321,1563,00:05:08,00:07:24
1337,"Barter, Juanita",PNG,Female,F45-49,01:21:34,06:11:39,04:12:15,11:55:30,47,322,1564,00:05:04,00:04:58
193,"Delemarre, Mario",BEL,Male,M50-54,01:20:43,05:48:11,04:34:40,11:55:32,160,1243,1565,00:05:46,00:06:12
298,"Rickards, William",USA,Male,M45-49,01:13:18,05:47:44,04:44:26,11:55:38,235,1244,1566,00:04:32,00:05:38
218,"Picton, Kevin",AUS,Male,M50-54,01:12:38,06:05:48,04:20:23,11:56:05,161,1245,1567,00:05:58,00:11:18
1944,"Barbosa reis guimaraes, Cintia",BRA,Female,F35-39,01:06:44,06:23:46,04:15:30,11:56:14,59,323,1568,00:06:20,00:03:54
233,"Vilanna riera, David",AND,Male,M50-54,01:22:58,06:09:01,04:15:01,11:56:22,162,1246,1569,00:04:09,00:05:13
288,"Martin, Terry",AUS,Male,M45-49,01:20:07,05:44:42,04:42:31,11:56:25,236,1247,1570,00:04:17,00:04:48
590,"Dunbabin, Richard",GBR,Male,M60-64,01:12:28,05:56:03,04:37:02,11:56:29,27,1248,1571,00:03:31,00:07:25
2451,"Vanderpool, Paige",USA,Female,F18-24,01:02:55,06:11:49,04:30:11,11:56:47,15,324,1572,00:04:07,00:07:45
603,"Kinsey, Nicholas",GBR,Male,M60-64,01:07:45,05:26:43,05:13:05,11:56:50,28,1249,1573,00:04:11,00:05:06
880,"Clements, David",GBR,Male,M50-54,01:38:56,05:49:13,04:16:02,11:57:18,163,1250,1574,00:04:55,00:08:12
357,"Marquez fernandez, David",ESP,Male,M40-44,01:13:13,05:52:27,04:41:45,11:57:24,233,1251,1575,00:03:56,00:06:03
395,"Melcher, Daniel",USA,Male,M35-39,01:30:10,06:04:30,04:09:24,11:57:33,188,1252,1576,00:06:25,00:07:04
2009,"Warzybok, Magda",POL,Female,F35-39,01:22:11,05:58:41,04:27:11,11:57:33,60,325,1576,00:04:08,00:05:22
